user id,user name,division id,division name,chat jabberId,state,Skill Name 1,Skill ID 1,Skill Name 2,Skill ID 2,Skill Name 3,Skill ID 3,skill_proficiency,skill_state,language_id,language_name,language_proficiency,language_state,avg_sentiment_score,avg_acw,adherence_duration,avg_silence,intents,isOnCall,wrapup_codes,adherence,avg_handle_time
d7b77a2b-61f4-4a9f-a9e1-f23b273b43ef,Charlie,236daabd-5c99-46c7-ada5-a50d3b27c6f0,Technical Support,fa240324-d42f-456f-a651-debcbcb00686,inactive,Ticketing Tools,d2a4815e-78c4-4e82-a2e9-3ef8f96670ed,,,,,4,active,d961d658-9054-42fd-9bc3-80b5d4f269a0,French,2,active,0.922874391,0.315458255,57,61, statement,FALSE,134,7,5799
0955e02a-d845-4b42-8fe2-1ef5b7c64e26,Bob,236daabd-5c99-46c7-ada5-a50d3b27c6f0,Technical Support,bd860961-78cc-4f5c-82b4-5d7c414b0680,inactive,Active Listening,7ab5e376-ba62-4008-8d44-36547f960a73,,,,,1,inactive,4b0ca291-c0aa-4890-83c1-bbd741f18c18,German,3,inactive,0.567699283,0.484634709,170,14, interest,TRUE,140,49,9217
5eb93c1d-821e-451b-90b7-98ef7c2b0115,Eva,651e2f3f-b0db-4179-96a4-c5e9ce4821c0,Sales,8cf18186-f6fa-4ad6-ad41-ff4be4be5b2c,active,Verbal Fluency,df770cc6-7c33-4764-a469-b54f025d006d,,,,,2,active,11851e8d-c81c-4416-9032-178bff664064,Spanish,3,active,0.023608513,0.664312762,267,105, lost,FALSE,137,80,3070
2731574c-9cd2-432d-a0dc-9baf61665b8b,David,f3434ee7-79c4-4573-87c7-02257d6f2caf,Compliance,bdf837fa-8486-43c5-8d94-59970d8a5e30,inactive,Regulatory Compliance,c51c26ff-53fb-437d-aa39-dd577ab4cb51,,,,,5,inactive,d961d658-9054-42fd-9bc3-80b5d4f269a0,French,5,active,0.00488889,0.48630067,566,31, loan,TRUE,160,14,2377
faff65e1-224b-4d2a-a1d3-0887742bd92b,Ivy,0ac41dcd-7754-4732-8540-3de3de3af4f3,Fraud Detection,63c41589-9e68-4125-ba12-d17f1adc6f22,active,Ticketing Tools,d2a4815e-78c4-4e82-a2e9-3ef8f96670ed,Professional Etiquette,b4597ddd-773c-49e9-8d93-034184e1e065,Written Communication,4ce7ae10-1390-4a0b-a859-b0e1370e8e3b,4,active,5c254b0a-3a5b-43fc-b1da-37c86c3b0762,English,1,inactive,0.219479102,0.400546976,101,44, complaint,TRUE,144,7,5691
f7507929-0246-4598-9d88-56d4690ebe35,Ivy,0ac41dcd-7754-4732-8540-3de3de3af4f3,Fraud Detection,b38367c6-e22b-44bb-aeee-fbc745174936,inactive,Positive Attitude,a50ae9a2-9de7-467b-baf2-25a6b664d67d,Multitasking and Time Management,a2e9e850-ab12-494d-a5e4-06c8e896f762,Root Cause Analysis,bb486f64-72a5-46af-a376-015f5cfd3ce2,2,active,8eef96e7-9709-4597-bb47-8c272afdcf44,Japanese,1,inactive,0.210030876,0.192807819,616,118, password,FALSE,151,98,5086
a7fcf3bd-160c-49cc-b559-c116d0b23a82,Eva,ea274d82-0850-44f7-9850-bcdf4da66e38,Customer Service,0ffa7f92-b952-46e6-b7bc-662c43984135,inactive,Empathy and Patience,f88bc346-c35b-4b5c-9d32-869f476cb7b7,Written Communication,4ce7ae10-1390-4a0b-a859-b0e1370e8e3b,,,2,inactive,a7e765e5-8665-42c0-af4d-e5d3e52c9005,Chinese,2,active,0.160946316,0.812672539,921,100, card,TRUE,198,90,2155
f47c02c9-03b5-4f39-9341-ee1abff721e9,Grace,f3434ee7-79c4-4573-87c7-02257d6f2caf,Compliance,3d992d26-f836-4587-8055-ca9f5fa4fe37,inactive,Multitasking and Time Management,a2e9e850-ab12-494d-a5e4-06c8e896f762,Basic Troubleshooting,012004fa-76ae-4153-a62f-1d9ef0deb70a,,,2,active,d961d658-9054-42fd-9bc3-80b5d4f269a0,French,3,inactive,0.702747774,0.752373433,56,32, update,TRUE,100,74,4148
a7fcf3bd-160c-49cc-b559-c116d0b23a82,Eva,651e2f3f-b0db-4179-96a4-c5e9ce4821c0,Sales,0ffa7f92-b952-46e6-b7bc-662c43984135,inactive,Decision-Making Under Pressure,10dbb293-630d-4bf5-9eec-316d738f515b,,,,,2,inactive,a7e765e5-8665-42c0-af4d-e5d3e52c9005,Chinese,2,active,0.81454546,0.175514606,711,10, card,TRUE,146,7,4649
e892bb0d-dced-4851-a7ab-538e94d4075d,Grace,ea274d82-0850-44f7-9850-bcdf4da66e38,Customer Service,5ab5dcd3-55a7-4ccb-978c-3dd45079b2cb,inactive,Multitasking and Time Management,a2e9e850-ab12-494d-a5e4-06c8e896f762,Conflict Resolution,b3ebe4c9-094a-4cea-995d-09a5d6ae5b7f,Active Listening,7ab5e376-ba62-4008-8d44-36547f960a73,2,active,8eef96e7-9709-4597-bb47-8c272afdcf44,Japanese,1,inactive,0.065278768,0.965556024,762,61, activation,FALSE,169,78,9440
bfeeb1ea-e2a6-4746-8909-eda8eee0ce76,Charlie,0ac41dcd-7754-4732-8540-3de3de3af4f3,Fraud Detection,22da85d7-d2eb-4182-a84c-0382834f92ba,active,Decision-Making Under Pressure,10dbb293-630d-4bf5-9eec-316d738f515b,KYC Compliance,9a720d01-773b-40cc-934c-6bae29a85133,,,5,active,4b0ca291-c0aa-4890-83c1-bbd741f18c18,German,4,inactive,0.770542603,0.104939705,528,111, loan,FALSE,174,30,8799
af615237-085d-4c37-a24c-b34b381464a7,Charlie,651e2f3f-b0db-4179-96a4-c5e9ce4821c0,Sales,4d5c7fa3-82bf-40b7-96e8-4516fd8ad047,inactive,Fraud Detection Awareness,72e06cb6-6c75-4866-b806-73521da153c3,Ticketing Tools,d2a4815e-78c4-4e82-a2e9-3ef8f96670ed,KYC Compliance,9a720d01-773b-40cc-934c-6bae29a85133,1,active,d961d658-9054-42fd-9bc3-80b5d4f269a0,French,3,active,0.734794763,0.8992754,235,45, application,TRUE,124,40,5491
74793870-5f6b-47db-97a1-7402762ae2c8,Grace,236daabd-5c99-46c7-ada5-a50d3b27c6f0,Technical Support,0a0a9762-985e-407c-8a72-1d664af182fc,inactive,CRM Software,8b0c8505-b92b-49ac-a8a0-f5d28fea02a6,Core Banking Systems,3cfca235-f02f-4d6f-96dc-b7a88ca78450,Product Knowledge,52bcd2eb-b5e4-4e99-ba79-76ca084d765f,1,inactive,11851e8d-c81c-4416-9032-178bff664064,Spanish,4,active,0.074986223,0.266964902,745,98, reset,TRUE,132,76,5214
f7507929-0246-4598-9d88-56d4690ebe35,Ivy,f3434ee7-79c4-4573-87c7-02257d6f2caf,Compliance,b38367c6-e22b-44bb-aeee-fbc745174936,inactive,Empathy and Patience,f88bc346-c35b-4b5c-9d32-869f476cb7b7,AML Awareness,6d0ebd36-647a-439d-9595-f3ab30af1a03,Core Banking Products,4c1af383-ff18-4cda-ac27-135f5c023b0a,2,active,8eef96e7-9709-4597-bb47-8c272afdcf44,Japanese,1,inactive,0.969736959,0.231873683,366,72, complaint,FALSE,104,22,4398
81f087a3-a32b-4a7e-a59e-1ad162d10686,Ivy,236daabd-5c99-46c7-ada5-a50d3b27c6f0,Technical Support,b788146f-9062-47fe-a197-70286f6beecf,active,Root Cause Analysis,bb486f64-72a5-46af-a376-015f5cfd3ce2,,,,,1,active,d961d658-9054-42fd-9bc3-80b5d4f269a0,French,4,inactive,0.904035919,0.785150801,716,42, cheque,TRUE,164,12,8181
93a69894-7ed1-4f1c-9ab5-09863c1262e5,Frank,0ac41dcd-7754-4732-8540-3de3de3af4f3,Fraud Detection,23bca666-03d2-4386-b9df-e923ec34f450,inactive,Verbal Fluency,df770cc6-7c33-4764-a469-b54f025d006d,Core Banking Systems,3cfca235-f02f-4d6f-96dc-b7a88ca78450,,,1,inactive,d961d658-9054-42fd-9bc3-80b5d4f269a0,French,4,inactive,0.889883691,0.815114885,67,81,balance,TRUE,102,18,6769
f1b2f981-eec3-4242-83a6-e89c0e605dd0,Bob,0ac41dcd-7754-4732-8540-3de3de3af4f3,Fraud Detection,10ab35ef-a73b-4aa2-9854-f1c37c70354a,active,Product Knowledge,52bcd2eb-b5e4-4e99-ba79-76ca084d765f,Written Communication,4ce7ae10-1390-4a0b-a859-b0e1370e8e3b,,,3,inactive,5c254b0a-3a5b-43fc-b1da-37c86c3b0762,English,1,inactive,0.852347846,0.089494214,563,76, payment,FALSE,124,41,3036
93bc3470-107b-480d-a577-360cfa1259d3,Ivy,236daabd-5c99-46c7-ada5-a50d3b27c6f0,Technical Support,132d119c-cc2c-4f07-800e-e20c745f109e,inactive,Core Banking Products,4c1af383-ff18-4cda-ac27-135f5c023b0a,Root Cause Analysis,bb486f64-72a5-46af-a376-015f5cfd3ce2,,,2,inactive,d961d658-9054-42fd-9bc3-80b5d4f269a0,French,1,active,0.744722059,0.788699156,756,91, complaint,FALSE,128,80,7139
35fd7729-ab27-4d97-a443-3a7633762b42,Bob,651e2f3f-b0db-4179-96a4-c5e9ce4821c0,Sales,0c842b0e-cda6-4162-bd40-62f85efe4a86,active,KYC Compliance,9a720d01-773b-40cc-934c-6bae29a85133,Verbal Fluency,df770cc6-7c33-4764-a469-b54f025d006d,,,3,active,8eef96e7-9709-4597-bb47-8c272afdcf44,Japanese,3,inactive,0.842054974,0.727067385,163,31, activation,TRUE,193,36,3143
3c97b824-9d49-4aec-9617-4710780d193a,Frank,ea274d82-0850-44f7-9850-bcdf4da66e38,Customer Service,9de3173f-9dcc-4cc9-90c4-b070d019a7b6,active,Conflict Resolution,b3ebe4c9-094a-4cea-995d-09a5d6ae5b7f,,,,,3,active,4b0ca291-c0aa-4890-83c1-bbd741f18c18,German,5,active,0.576795202,0.846125044,844,20, payment,FALSE,121,6,3513
9831bc2a-506c-4f71-a0d0-61a1a71e8306,Eva,651e2f3f-b0db-4179-96a4-c5e9ce4821c0,Sales,a4fd101e-cd77-447d-abd7-15df34f03c0b,inactive,Adaptability,66c09b6d-9937-4da4-a258-108289cd1328,Call Control and De-escalation,67f4a137-3d10-4d45-babd-ad1d600971bf,,,2,active,11851e8d-c81c-4416-9032-178bff664064,Spanish,5,active,0.731742345,0.100031847,175,95, activation,TRUE,141,41,3280
a46735c5-89bd-46aa-8ab2-1dba540ab097,Eva,f3434ee7-79c4-4573-87c7-02257d6f2caf,Compliance,8feab80c-563a-4330-a94b-38868d7e54c7,inactive,Multitasking and Time Management,a2e9e850-ab12-494d-a5e4-06c8e896f762,Adaptability,66c09b6d-9937-4da4-a258-108289cd1328,,,4,inactive,5c254b0a-3a5b-43fc-b1da-37c86c3b0762,English,5,inactive,0.054129257,0.318150611,387,20, unblock,TRUE,174,34,4810
f5fdce3e-a3a8-48e9-813f-60e791d57927,Hannah,651e2f3f-b0db-4179-96a4-c5e9ce4821c0,Sales,7d2df1a9-89b1-4773-8d2d-898185d95c29,inactive,Persuasive Communication,f852d557-ccd0-4d09-9b3c-5ddf01bea3f8,,,,,1,inactive,5c254b0a-3a5b-43fc-b1da-37c86c3b0762,English,2,active,0.364263664,0.431831145,620,106, interest,TRUE,113,9,7124
87e4b95f-1109-4fb1-b005-a9087d25e1aa,Ivy,236daabd-5c99-46c7-ada5-a50d3b27c6f0,Technical Support,35d7abdf-3cb6-43a4-9c5c-2f0dac9f52c2,active,Ticketing Tools,d2a4815e-78c4-4e82-a2e9-3ef8f96670ed,Persuasive Communication,f852d557-ccd0-4d09-9b3c-5ddf01bea3f8,KYC Compliance,9a720d01-773b-40cc-934c-6bae29a85133,1,inactive,5c254b0a-3a5b-43fc-b1da-37c86c3b0762,English,2,inactive,0.965184483,0.725968317,21,11, activation,TRUE,198,30,4250
4d855138-b273-4a68-8d61-772441ff90c2,Eva,ea274d82-0850-44f7-9850-bcdf4da66e38,Customer Service,422f47c4-dca8-41bd-ada1-3a2be9c2b29d,inactive,Conflict Resolution,b3ebe4c9-094a-4cea-995d-09a5d6ae5b7f,Verbal Fluency,df770cc6-7c33-4764-a469-b54f025d006d,,,5,active,11851e8d-c81c-4416-9032-178bff664064,Spanish,5,active,0.482175158,0.812606257,736,92, limit,TRUE,133,58,7618
f30a4b6a-58de-4938-b4cc-75096313a1c8,Frank,651e2f3f-b0db-4179-96a4-c5e9ce4821c0,Sales,259df7b6-3207-46d5-9e06-0dc1bca6e8c0,inactive,Objection Handling,22882468-c4bf-4903-baa3-11f9c1873f99,Empathy and Patience,f88bc346-c35b-4b5c-9d32-869f476cb7b7,Verbal Fluency,df770cc6-7c33-4764-a469-b54f025d006d,1,inactive,a7e765e5-8665-42c0-af4d-e5d3e52c9005,Chinese,5,active,0.338716296,0.533524416,786,95, EMI,FALSE,119,99,9396
80012bc7-64fb-4bd4-8b3f-0e5fc624ba79,Alice,0ac41dcd-7754-4732-8540-3de3de3af4f3,Fraud Detection,0f944916-57b8-4944-aada-4b9eabf02eba,inactive,Fraud Detection Awareness,72e06cb6-6c75-4866-b806-73521da153c3,Ticketing Tools,d2a4815e-78c4-4e82-a2e9-3ef8f96670ed,,,4,inactive,4b0ca291-c0aa-4890-83c1-bbd741f18c18,German,5,active,0.058551606,0.023739093,51,81, charges,FALSE,143,45,9810
faff65e1-224b-4d2a-a1d3-0887742bd92b,Ivy,f3434ee7-79c4-4573-87c7-02257d6f2caf,Compliance,63c41589-9e68-4125-ba12-d17f1adc6f22,active,Conflict Resolution,b3ebe4c9-094a-4cea-995d-09a5d6ae5b7f,AML Awareness,6d0ebd36-647a-439d-9595-f3ab30af1a03,,,4,active,5c254b0a-3a5b-43fc-b1da-37c86c3b0762,English,1,inactive,0.13395267,0.753811973,200,100, deactivation,FALSE,173,7,2040
7f5306a2-f71c-4538-ba44-496ed5752857,Alice,f3434ee7-79c4-4573-87c7-02257d6f2caf,Compliance,92f27ef6-53e5-4fe8-834d-623ac49010b8,active,Positive Attitude,a50ae9a2-9de7-467b-baf2-25a6b664d67d,Fraud Detection Awareness,72e06cb6-6c75-4866-b806-73521da153c3,Root Cause Analysis,bb486f64-72a5-46af-a376-015f5cfd3ce2,4,inactive,d961d658-9054-42fd-9bc3-80b5d4f269a0,French,5,inactive,0.051196317,0.707066913,686,112, fraud,FALSE,133,96,9694
5eb93c1d-821e-451b-90b7-98ef7c2b0115,Eva,0ac41dcd-7754-4732-8540-3de3de3af4f3,Fraud Detection,8cf18186-f6fa-4ad6-ad41-ff4be4be5b2c,active,Verbal Fluency,df770cc6-7c33-4764-a469-b54f025d006d,AML Awareness,6d0ebd36-647a-439d-9595-f3ab30af1a03,Multitasking and Time Management,a2e9e850-ab12-494d-a5e4-06c8e896f762,2,active,11851e8d-c81c-4416-9032-178bff664064,Spanish,3,active,0.967223178,0.397166367,199,79, payment,FALSE,185,61,4029
